Facility Name,Payment Entered,Payment Received,Other Ref #,Credit Source(w Payer),Payment Total Paid (Sum),Payment Check #
Facility-B,02-01-2024,02-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$198.51,NC#
Facility-B,28-06-2023,28-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$108.69,NC#
Facility-B,15-03-2023,15-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$3943.28,NC#
Facility-B,02-12-2023,02-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$1880.91,NC#
Facility-B,18-09-2023,18-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$210.03,NC#
Facility-B,04-10-2023,04-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$3263.46,NC#
Facility-B,18-12-2023,18-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3825.87,NC#
Facility-B,07-02-2023,07-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$1130.09,NC#
Facility-B,18-05-2023,18-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$2995.92,NC#
Facility-B,07-09-2023,07-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$2953.25,NC#
Facility-B,10-11-2023,10-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$4615.47,NC#
Facility-B,18-01-2024,18-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$4081.50,NC#
Facility-B,17-01-2024,17-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$4441.68,NC#
Facility-B,01-08-2023,01-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$1741.54,NC#
Facility-B,02-09-2023,02-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$382.88,NC#
Facility-B,12-12-2023,12-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3571.74,NC#
Facility-B,09-06-2023,09-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$3178.87,NC#
Facility-B,20-08-2023,20-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$480.94,NC#
Facility-B,16-08-2023,16-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1291.45,NC#
Facility-B,29-07-2023,29-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4885.75,NC#
Facility-B,24-09-2023,24-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2651.15,NC#
Facility-B,17-12-2023,17-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2668.48,NC#
Facility-B,26-03-2023,26-03-2023,ABCDEF,UMR FKA UMR WAUSAU,$2930.29,NC#
Facility-B,22-05-2023,22-05-2023,ABCDEF,UMR FKA UMR WAUSAU,$1571.28,NC#
Facility-B,02-08-2023,02-08-2023,ABCDEF,UMR FKA UMR WAUSAU,$1268.36,NC#
Facility-B,12-05-2023,12-05-2023,ABCDEF,UMR FKA UMR WAUSAU,$272.34,NC#
Facility-B,28-06-2023,28-06-2023,ABCDEF,UMR FKA UMR WAUSAU,$2238.95,NC#
Facility-B,29-09-2023,29-09-2023,ABCDEF,UMR FKA UMR WAUSAU,$2139.97,NC#
Facility-B,21-03-2023,21-03-2023,ABCDEF,UMR FKA UMR WAUSAU,$3090.82,NC#
Facility-B,06-10-2023,06-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$2117.76,NC#
Facility-B,27-07-2023,27-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$4270.22,NC#
Facility-B,31-12-2023,31-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$1783.28,NC#
Facility-B,28-06-2023,28-06-2023,ABCDEF,UNITED HEALTHCARE,$1072.72,NC#
Facility-B,05-10-2023,05-10-2023,ABCDEF,UNITED HEALTHCARE,$3201.68,NC#
Facility-B,04-07-2023,04-07-2023,ABCDEF,UNITED HEALTHCARE,$1619.62,NC#
Facility-B,26-03-2023,26-03-2023,ABCDEF,UNITED HEALTHCARE,$4049.64,NC#
Facility-B,21-06-2023,21-06-2023,ABCDEF,UNITED HEALTHCARE,$2585.90,NC#
Facility-B,07-01-2024,07-01-2024,ABCDEF,IRON WORKERS LOCAL 395,$1731.97,NC#
Facility-B,21-09-2023,21-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$4598.93,NC#
Facility-B,14-11-2023,14-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$566.47,NC#
Facility-B,13-08-2023,13-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$2330.97,NC#
Facility-B,18-05-2023,18-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$1499.72,NC#
Facility-B,29-09-2023,29-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$3705.37,NC#
Facility-B,13-10-2023,13-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$1907.21,NC#
Facility-B,12-04-2023,12-04-2023,ABCDEF,IRON WORKERS LOCAL 395,$3448.06,NC#
Facility-B,11-12-2023,11-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$3939.13,NC#
Facility-B,07-06-2023,07-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$1964.07,NC#
Facility-B,15-12-2023,15-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$389.42,NC#
Facility-B,21-09-2023,21-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$1188.54,NC#
Facility-B,15-12-2023,15-12-2023,ABCDEF,IRON WORKERS LOCAL 395,$531.18,NC#
Facility-B,16-09-2023,16-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$1184.36,NC#
Facility-B,19-06-2023,19-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$2612.32,NC#
Facility-B,13-08-2023,13-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$3544.57,NC#
Facility-B,13-05-2023,13-05-2023,ABCDEF,IRON WORKERS LOCAL 395,$1718.66,NC#
Facility-B,04-10-2023,04-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$62.08,NC#
Facility-B,31-01-2023,31-01-2023,ABCDEF,IRON WORKERS LOCAL 395,$1296.91,NC#
Facility-B,16-08-2023,16-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$1928.63,NC#
Facility-B,02-03-2023,02-03-2023,ABCDEF,IRON WORKERS LOCAL 395,$3266.48,NC#
Facility-B,14-10-2023,14-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$1773.79,NC#
Facility-B,25-02-2023,25-02-2023,ABCDEF,IRON WORKERS LOCAL 395,$4505.52,NC#
Facility-B,14-04-2023,14-04-2023,ABCDEF,IRON WORKERS LOCAL 395,$377.09,NC#
Facility-B,30-08-2023,30-08-2023,ABCDEF,IRON WORKERS LOCAL 395,$4333.06,NC#
Facility-A,16-06-2023,16-06-2023,ABCDEF,AETNA,$483.76,NC#
Facility-A,15-04-2023,15-04-2023,ABCDEF,AETNA,$3943.18,NC#
Facility-A,10-08-2023,10-08-2023,ABCDEF,AETNA,$1742.14,NC#
Facility-A,09-12-2023,09-12-2023,ABCDEF,AETNA,$3414.03,NC#
Facility-A,25-09-2023,25-09-2023,ABCDEF,AETNA,$2093.83,NC#
Facility-A,04-04-2023,04-04-2023,ABCDEF,UNITED HEALTHCARE,$3358.25,NC#
Facility-A,17-12-2023,17-12-2023,ABCDEF,UNITED HEALTHCARE,$4092.31,NC#
Facility-A,27-12-2023,27-12-2023,ABCDEF,UNITED HEALTHCARE,$617.66,NC#
Facility-A,19-06-2023,19-06-2023,ABCDEF,UNITED HEALTHCARE,$2093.78,NC#
Facility-A,22-05-2023,22-05-2023,ABCDEF,UNITED HEALTHCARE,$1793.36,NC#
Facility-A,18-02-2023,18-02-2023,ABCDEF,UNITED HEALTHCARE,$3112.44,NC#
Facility-A,11-05-2023,11-05-2023,ABCDEF,UNITED HEALTHCARE,$969.12,NC#
Facility-A,11-03-2023,11-03-2023,ABCDEF,UNITED HEALTHCARE,$1039.93,NC#
Facility-A,12-06-2023,12-06-2023,ABCDEF,UNITED HEALTHCARE,$3020.47,NC#
Facility-A,03-09-2023,03-09-2023,ABCDEF,UNITED HEALTHCARE,$2028.77,NC#
Facility-A,15-06-2023,15-06-2023,ABCDEF,UNITED HEALTHCARE,$2590.22,NC#
Facility-A,10-07-2023,10-07-2023,ABCDEF,UNITED HEALTHCARE,$716.05,NC#
Facility-A,15-12-2023,15-12-2023,ABCDEF,UNITED HEALTHCARE,$2459.42,NC#
Facility-A,12-02-2023,12-02-2023,ABCDEF,UNITED HEALTHCARE,$2939.50,NC#
Facility-A,18-06-2023,18-06-2023,ABCDEF,UNITED HEALTHCARE,$3510.76,NC#
Facility-A,29-07-2023,29-07-2023,ABCDEF,UNITED HEALTHCARE,$3508.39,NC#
Facility-A,24-04-2023,24-04-2023,ABCDEF,UNITED HEALTHCARE,$417.85,NC#
Facility-A,02-10-2023,02-10-2023,ABCDEF,UNITED HEALTHCARE,$2181.14,NC#
Facility-A,18-01-2024,18-01-2024,ABCDEF,UNITED HEALTHCARE,$2838.86,NC#
Facility-A,14-06-2023,14-06-2023,ABCDEF,UNITED HEALTHCARE,$870.19,NC#
Facility-A,19-05-2023,19-05-2023,ABCDEF,ASR PHYSICIANS CARE,$2529.18,NC#
Facility-A,29-09-2023,29-09-2023,ABCDEF,ASR PHYSICIANS CARE,$2115.75,NC#
Facility-A,23-01-2024,23-01-2024,ABCDEF,ASR PHYSICIANS CARE,$3146.58,NC#
Facility-A,06-07-2023,06-07-2023,ABCDEF,ASR PHYSICIANS CARE,$314.87,NC#
Facility-A,14-12-2023,14-12-2023,ABCDEF,ASR PHYSICIANS CARE,$3590.29,NC#
Facility-A,03-10-2023,03-10-2023,ABCDEF,ASR PHYSICIANS CARE,$3301.06,NC#
Facility-A,05-01-2024,05-01-2024,ABCDEF,ASR PHYSICIANS CARE,$1327.75,NC#
Facility-A,22-02-2023,22-02-2023,ABCDEF,ASR PHYSICIANS CARE,$4517.77,NC#
Facility-A,06-02-2023,06-02-2023,ABCDEF,ASR PHYSICIANS CARE,$2185.98,NC#
Facility-A,07-01-2024,07-01-2024,ABCDEF,ASR PHYSICIANS CARE,$2782.05,NC#
Facility-A,04-11-2023,04-11-2023,ABCDEF,IRON WORKERS LOCAL 395,$4454.23,NC#
Facility-A,12-09-2023,12-09-2023,ABCDEF,IRON WORKERS LOCAL 395,$1759.37,NC#
Facility-A,01-06-2023,01-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$3180.47,NC#
Facility-A,13-06-2023,13-06-2023,ABCDEF,IRON WORKERS LOCAL 395,$3782.87,NC#
Facility-A,17-10-2023,17-10-2023,ABCDEF,IRON WORKERS LOCAL 395,$2105.18,NC#
Facility-A,13-05-2023,13-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1971.18,NC#
Facility-A,21-12-2023,21-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3734.38,NC#
Facility-A,27-01-2024,27-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$465.51,NC#
Facility-A,07-02-2023,07-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2274.93,NC#
Facility-A,10-03-2023,10-03-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2013.70,NC#
Facility-A,31-08-2023,31-08-2023,ABCDEF,AETNA,$32.58,NC#
Facility-A,11-08-2023,11-08-2023,ABCDEF,AETNA,$4745.10,NC#
Facility-A,20-12-2023,20-12-2023,ABCDEF,AETNA,$1097.62,NC#
Facility-A,13-02-2023,13-02-2023,ABCDEF,AETNA,$3208.24,NC#
Facility-A,24-12-2023,24-12-2023,ABCDEF,AETNA,$142.48,NC#
Facility-C,18-09-2023,18-09-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3772.65,NC#
Facility-C,02-05-2023,02-05-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3824.37,NC#
Facility-C,25-01-2024,25-01-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1753.09,NC#
Facility-C,09-03-2023,09-03-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3039.36,NC#
Facility-C,10-08-2023,10-08-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3399.06,NC#
Facility-C,24-06-2023,24-06-2023,ABCDEF,UNITED HEALTHCARE,$3708.16,NC#
Facility-C,11-04-2023,11-04-2023,ABCDEF,UNITED HEALTHCARE,$4250.57,NC#
Facility-C,31-05-2023,31-05-2023,ABCDEF,UNITED HEALTHCARE,$3095.20,NC#
Facility-C,20-05-2023,20-05-2023,ABCDEF,UNITED HEALTHCARE,$1280.53,NC#
Facility-C,05-06-2023,05-06-2023,ABCDEF,UNITED HEALTHCARE,$4106.20,NC#
Facility-C,02-05-2023,02-05-2023,ABCDEF,AETNA,$1817.03,NC#
Facility-C,26-08-2023,26-08-2023,ABCDEF,AETNA,$2740.00,NC#
Facility-C,17-10-2023,17-10-2023,ABCDEF,AETNA,$4993.85,NC#
Facility-C,25-09-2023,25-09-2023,ABCDEF,AETNA,$2360.73,NC#
Facility-C,21-09-2023,21-09-2023,ABCDEF,AETNA,$3487.64,NC#
Facility-C,09-07-2023,09-07-2023,ABCDEF,AETNA,$363.40,NC#
Facility-C,28-03-2023,28-03-2023,ABCDEF,AETNA,$4931.25,NC#
Facility-C,29-06-2023,29-06-2023,ABCDEF,AETNA,$2128.70,NC#
Facility-C,09-11-2023,09-11-2023,ABCDEF,AETNA,$2909.99,NC#
Facility-C,03-06-2023,03-06-2023,ABCDEF,AETNA,$408.18,NC#
Facility-C,29-02-2024,29-02-2024,ABCDEF,ASR PHYSICIANS CARE,$1620.31,NC#
Facility-C,24-11-2023,24-11-2023,ABCDEF,ASR PHYSICIANS CARE,$2857.66,NC#
Facility-C,21-08-2023,21-08-2023,ABCDEF,ASR PHYSICIANS CARE,$4625.79,NC#
Facility-C,15-10-2023,15-10-2023,ABCDEF,ASR PHYSICIANS CARE,$3274.29,NC#
Facility-C,21-10-2023,21-10-2023,ABCDEF,ASR PHYSICIANS CARE,$4841.50,NC#
Facility-C,28-12-2023,28-12-2023,ABCDEF,CIGNA HEALTH PLANS,$179.73,NC#
Facility-C,23-11-2023,23-11-2023,ABCDEF,CIGNA HEALTH PLANS,$4949.01,NC#
Facility-C,09-03-2023,09-03-2023,ABCDEF,CIGNA HEALTH PLANS,$1466.85,NC#
Facility-C,19-02-2024,19-02-2024,ABCDEF,CIGNA HEALTH PLANS,$569.88,NC#
Facility-C,12-07-2023,12-07-2023,ABCDEF,CIGNA HEALTH PLANS,$2998.76,NC#
Facility-C,07-02-2024,07-02-2024,ABCDEF,UNITED HEALTHCARE,$2503.65,NC#
Facility-C,12-03-2023,12-03-2023,ABCDEF,UNITED HEALTHCARE,$4522.64,NC#
Facility-C,14-06-2023,14-06-2023,ABCDEF,UNITED HEALTHCARE,$4813.15,NC#
Facility-C,02-11-2023,02-11-2023,ABCDEF,UNITED HEALTHCARE,$1644.49,NC#
Facility-C,13-03-2023,13-03-2023,ABCDEF,UNITED HEALTHCARE,$1712.66,NC#
Facility-C,15-01-2024,15-01-2024,ABCDEF,UNITED HEALTHCARE,$2919.25,NC#
Facility-C,16-07-2023,16-07-2023,ABCDEF,UNITED HEALTHCARE,$4460.11,NC#
Facility-C,19-10-2023,19-10-2023,ABCDEF,UNITED HEALTHCARE,$4385.97,NC#
Facility-C,14-01-2024,14-01-2024,ABCDEF,UNITED HEALTHCARE,$928.77,NC#
Facility-C,15-07-2023,15-07-2023,ABCDEF,UNITED HEALTHCARE,$2194.02,NC#
Facility-C,28-03-2024,28-03-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1841.36,NC#
Facility-C,08-01-2024,08-01-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1953.58,NC#
Facility-C,18-02-2024,18-02-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2741.17,NC#
Facility-C,02-01-2024,02-01-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4631.96,NC#
Facility-C,13-04-2024,13-04-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1676.71,NC#
Facility-C,26-12-2023,26-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4191.56,NC#
Facility-C,27-09-2023,27-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1431.44,NC#
Facility-C,07-01-2024,07-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1809.29,NC#
Facility-C,05-01-2024,05-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$508.07,NC#
Facility-C,12-08-2023,12-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$171.45,NC#
Facility-C,04-07-2023,04-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2046.07,NC#
Facility-C,02-06-2023,02-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3771.85,NC#
Facility-C,20-05-2024,20-05-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4981.25,NC#
Facility-C,03-07-2023,03-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3453.86,NC#
Facility-C,26-09-2023,26-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4367.99,NC#
Facility-C,21-09-2023,21-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3514.70,NC#
Facility-C,21-01-2024,21-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1095.67,NC#
Facility-C,14-02-2024,14-02-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3419.27,NC#
Facility-C,31-10-2023,31-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$495.37,NC#
Facility-C,20-01-2024,20-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$732.98,NC#
Facility-C,02-08-2023,02-08-2023,ABCDEF,CIGNA HEALTH PLANS,$305.05,NC#
Facility-C,06-02-2024,06-02-2024,ABCDEF,CIGNA HEALTH PLANS,$1514.71,NC#
Facility-C,08-08-2023,08-08-2023,ABCDEF,CIGNA HEALTH PLANS,$3784.59,NC#
Facility-C,28-02-2024,28-02-2024,ABCDEF,CIGNA HEALTH PLANS,$4005.44,NC#
Facility-C,25-03-2024,25-03-2024,ABCDEF,CIGNA HEALTH PLANS,$4192.45,NC#
Facility-C,19-09-2023,19-09-2023,ABCDEF,UMR FKA UMR WAUSAU,$220.31,NC#
Facility-C,08-03-2024,08-03-2024,ABCDEF,UMR FKA UMR WAUSAU,$2088.36,NC#
Facility-C,31-03-2024,31-03-2024,ABCDEF,UMR FKA UMR WAUSAU,$3107.29,NC#
Facility-C,28-12-2023,28-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$1079.99,NC#
Facility-C,22-06-2023,22-06-2023,ABCDEF,UMR FKA UMR WAUSAU,$3162.37,NC#
Facility-C,11-06-2023,11-06-2023,ABCDEF,UMR FKA UMR WAUSAU,$3163.06,NC#
Facility-C,12-01-2024,12-01-2024,ABCDEF,UMR FKA UMR WAUSAU,$4272.85,NC#
Facility-C,20-03-2024,20-03-2024,ABCDEF,UMR FKA UMR WAUSAU,$3712.61,NC#
Facility-C,02-07-2023,02-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$304.08,NC#
Facility-C,01-05-2024,01-05-2024,ABCDEF,UMR FKA UMR WAUSAU,$742.85,NC#
Facility-C,18-12-2023,18-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$4406.42,NC#
Facility-C,20-07-2023,20-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$4198.37,NC#
Facility-C,25-05-2024,25-05-2024,ABCDEF,UMR FKA UMR WAUSAU,$2938.86,NC#
Facility-C,20-03-2024,20-03-2024,ABCDEF,UMR FKA UMR WAUSAU,$3217.97,NC#
Facility-C,16-04-2024,16-04-2024,ABCDEF,UMR FKA UMR WAUSAU,$2194.39,NC#
Facility-C,06-12-2023,06-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$992.93,NC#
Facility-C,27-01-2024,27-01-2024,ABCDEF,UMR FKA UMR WAUSAU,$1633.15,NC#
Facility-C,27-07-2023,27-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$4387.21,NC#
Facility-C,20-12-2023,20-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$4726.80,NC#
Facility-C,03-04-2024,03-04-2024,ABCDEF,UMR FKA UMR WAUSAU,$4415.94,NC#
Facility-C,09-04-2024,09-04-2024,ABCDEF,UMR FKA UMR WAUSAU,$1186.63,NC#
Facility-C,21-12-2023,21-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$4979.23,NC#
Facility-C,26-12-2023,26-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$1358.16,NC#
Facility-C,01-09-2023,01-09-2023,ABCDEF,UMR FKA UMR WAUSAU,$1228.41,NC#
Facility-C,28-07-2023,28-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$3325.27,NC#
Facility-C,17-07-2023,17-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$3308.49,NC#
Facility-C,23-05-2024,23-05-2024,ABCDEF,UMR FKA UMR WAUSAU,$2651.91,NC#
Facility-C,10-05-2024,10-05-2024,ABCDEF,UMR FKA UMR WAUSAU,$2145.67,NC#
Facility-C,27-07-2023,27-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$1587.24,NC#
Facility-C,20-03-2024,20-03-2024,ABCDEF,UMR FKA UMR WAUSAU,$3916.52,NC#
Facility-C,20-07-2023,20-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$4580.97,NC#
Facility-C,07-01-2024,07-01-2024,ABCDEF,UMR FKA UMR WAUSAU,$3092.76,NC#
Facility-C,22-12-2023,22-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$995.82,NC#
Facility-C,24-10-2023,24-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$4002.26,NC#
Facility-C,22-12-2023,22-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$4181.93,NC#
Facility-C,04-08-2023,04-08-2023,ABCDEF,AETNA,$4225.90,NC#
Facility-C,03-03-2024,03-03-2024,ABCDEF,AETNA,$643.78,NC#
Facility-C,22-09-2023,22-09-2023,ABCDEF,AETNA,$1065.78,NC#
Facility-C,08-10-2023,08-10-2023,ABCDEF,AETNA,$2532.13,NC#
Facility-C,13-04-2024,13-04-2024,ABCDEF,AETNA,$967.30,NC#
Facility-C,11-07-2023,11-07-2023,ABCDEF,UNITED HEALTHCARE,$895.43,NC#
Facility-C,28-04-2024,28-04-2024,ABCDEF,UNITED HEALTHCARE,$4948.36,NC#
Facility-C,05-05-2024,05-05-2024,ABCDEF,UNITED HEALTHCARE,$1436.83,NC#
Facility-C,25-03-2024,25-03-2024,ABCDEF,UNITED HEALTHCARE,$1732.09,NC#
Facility-C,28-06-2024,28-06-2024,ABCDEF,UNITED HEALTHCARE,$502.20,NC#
Facility-C,31-08-2023,31-08-2023,ABCDEF,UNITED HEALTHCARE,$4106.15,NC#
Facility-C,08-12-2023,08-12-2023,ABCDEF,UNITED HEALTHCARE,$884.31,NC#
Facility-C,12-07-2023,12-07-2023,ABCDEF,UNITED HEALTHCARE,$30.55,NC#
Facility-C,20-08-2023,20-08-2023,ABCDEF,UNITED HEALTHCARE,$2878.28,NC#
Facility-C,11-06-2024,11-06-2024,ABCDEF,UNITED HEALTHCARE,$1051.65,NC#
Facility-C,05-05-2024,05-05-2024,ABCDEF,UNITED HEALTHCARE,$2239.17,NC#
Facility-C,07-01-2024,07-01-2024,ABCDEF,UNITED HEALTHCARE,$720.55,NC#
Facility-C,12-11-2023,12-11-2023,ABCDEF,UNITED HEALTHCARE,$114.72,NC#
Facility-C,05-05-2024,05-05-2024,ABCDEF,UNITED HEALTHCARE,$2668.01,NC#
Facility-C,18-05-2024,18-05-2024,ABCDEF,UNITED HEALTHCARE,$1799.14,NC#
Facility-C,26-02-2024,26-02-2024,ABCDEF,CIGNA HEALTH PLANS,$4974.18,NC#
Facility-C,13-10-2023,13-10-2023,ABCDEF,CIGNA HEALTH PLANS,$1208.97,NC#
Facility-C,26-12-2023,26-12-2023,ABCDEF,CIGNA HEALTH PLANS,$737.43,NC#
Facility-C,09-04-2024,09-04-2024,ABCDEF,CIGNA HEALTH PLANS,$4975.77,NC#
Facility-C,27-02-2024,27-02-2024,ABCDEF,CIGNA HEALTH PLANS,$2126.92,NC#
Facility-C,09-09-2023,09-09-2023,ABCDEF,CIGNA HEALTH PLANS,$2223.82,NC#
Facility-C,27-06-2024,27-06-2024,ABCDEF,CIGNA HEALTH PLANS,$3569.53,NC#
Facility-C,23-08-2023,23-08-2023,ABCDEF,CIGNA HEALTH PLANS,$4018.50,NC#
Facility-C,26-01-2024,26-01-2024,ABCDEF,CIGNA HEALTH PLANS,$239.68,NC#
Facility-C,05-08-2023,05-08-2023,ABCDEF,CIGNA HEALTH PLANS,$1980.60,NC#
Facility-C,29-09-2023,29-09-2023,ABCDEF,CARELON BEHAVIORAL HEALTH (BEACON HEALTH),$3091.20,NC#
Facility-C,09-09-2023,09-09-2023,ABCDEF,CARELON BEHAVIORAL HEALTH (BEACON HEALTH),$2543.34,NC#
Facility-C,21-03-2024,21-03-2024,ABCDEF,CARELON BEHAVIORAL HEALTH (BEACON HEALTH),$3797.88,NC#
Facility-C,15-11-2023,15-11-2023,ABCDEF,CARELON BEHAVIORAL HEALTH (BEACON HEALTH),$2830.08,NC#
Facility-C,30-03-2024,30-03-2024,ABCDEF,CARELON BEHAVIORAL HEALTH (BEACON HEALTH),$1868.17,NC#
Facility-C,12-02-2024,12-02-2024,ABCDEF,UMR FKA UMR WAUSAU,$2325.49,NC#
Facility-C,31-12-2023,31-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$4662.26,NC#
Facility-C,03-10-2023,03-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$604.27,NC#
Facility-C,04-08-2024,04-08-2024,ABCDEF,UMR FKA UMR WAUSAU,$3657.53,NC#
Facility-C,20-04-2024,20-04-2024,ABCDEF,UMR FKA UMR WAUSAU,$1920.94,NC#
Facility-C,06-06-2024,06-06-2024,ABCDEF,UMR FKA UMR WAUSAU,$4263.30,NC#
Facility-C,04-04-2024,04-04-2024,ABCDEF,UMR FKA UMR WAUSAU,$149.16,NC#
Facility-C,17-11-2023,17-11-2023,ABCDEF,UMR FKA UMR WAUSAU,$1659.71,NC#
Facility-C,24-12-2023,24-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$2693.59,NC#
Facility-C,09-04-2024,09-04-2024,ABCDEF,UMR FKA UMR WAUSAU,$3683.95,NC#
Facility-C,28-12-2023,28-12-2023,ABCDEF,ASR PHYSICIANS CARE,$640.27,NC#
Facility-C,27-05-2024,27-05-2024,ABCDEF,ASR PHYSICIANS CARE,$3594.81,NC#
Facility-C,15-06-2024,15-06-2024,ABCDEF,ASR PHYSICIANS CARE,$1634.70,NC#
Facility-C,30-11-2023,30-11-2023,ABCDEF,ASR PHYSICIANS CARE,$3895.25,NC#
Facility-C,17-10-2023,17-10-2023,ABCDEF,ASR PHYSICIANS CARE,$2992.34,NC#
Facility-C,21-01-2024,21-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1143.16,NC#
Facility-C,07-07-2024,07-07-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4550.82,NC#
Facility-C,18-01-2024,18-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1225.79,NC#
Facility-C,22-10-2023,22-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2859.95,NC#
Facility-C,10-02-2024,10-02-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4863.39,NC#
